text,label_id,label_text,label
Best gift ever. Very simple to give & easy to  use.,4.0,very positive,4
"one of the best investments I've made this year. Got paid to reload. Sadly, one of the best investments I've made this year.",4.0,very positive,4
Nice tin!. Really like the cute snowman case. Looked great on our x'mas tree.,4.0,very positive,4
"Nobody's perfect. Just need the card in time to present .... I ordered this on December 14, 2015 with supposed one-day delivery. It is now the 19th. No gift card. When I click on &#34;Track Package&#34; it says, &#34;...something has gone wrong here.&#34; No kidding. Going to try to get a refund or replacement. I've ordered these every Christmas for years. This is the first glitch. These things happen. Nobody's perfect. Just need the card in time to present as a Christmas present. Will update.",0.0,very negative,0
Five Stars. Easy to reload,4.0,very positive,4
"Quick & Easy. Perfect gift, love the way it is set up with the present like sleeve that pulls out. Quick delivery. Yall are awesome!",4.0,very positive,4
... wait to give to husband and use at his favorite restaurant.. Can't wait to give to husband and use at his favorite restaurant.,4.0,very positive,4
Thank You gift card.. A great way to say thank you.,4.0,very positive,4
$$ stash. It's a great way to treat myself.,4.0,very positive,4
$$ stash. It's a great way to treat myself.,4.0,very positive,4
cute!. cute pop-up!,4.0,very positive,4
Great!. Super cute and nice to be able to give a friend for a house warming present.,4.0,very positive,4
"Easy to order, easy to use. Who couldn't use an Amazon gift card! Nice classy design and color on the card.",4.0,very positive,4
"I agree with the other disappointed reviewers.. I agree with the other disappointed reviewers...don't purchase this gift card.  Tickets are available online only.  Only two theaters in my area offer tickets using this card (Celebration Cinema does not), and I was charged a $2.70 fee when purchasing two tickets, leaving me $0.30 on the card which is totally unusable. Fandango should be ashamed!",0.0,very negative,0
Shopping Without The Hassle!. They really liked it because now she gets to shop through your company!,4.0,very positive,4
Great Gift Idea!. It was a great gift idea! No shopping hassles!,4.0,very positive,4
"I LOVE AMAZON GIFT CARDS!!💕. I LOVE AMAZON GIFT CARDS!!!  I don't currently have a savings account attached to my bank checking account so when I know that I'll need to purchase a big-ticket item down the road, I purchase these cards and when I have accumulated enough money per the gift cards...'WAA-LAAA' - the money needed is available on my Amazon Prime account!! Love It.",4.0,very positive,4
Delivered on time and  easy to order.. I like everything about this service. Easy to order and cards are delivered on time!,4.0,very positive,4
Five Stars. nice.,4.0,very positive,4
Check it out.. Great - very happy!,4.0,very positive,4
Five Stars. So easy,4.0,very positive,4
"I reloaded my account and it was incredibly easy. A lot of people think you need to .... I reloaded my account and it was incredibly easy. A lot of people think you need to transfer balance, but there's a fee! Why transfer your card balance to amazon for a dollar when you can just reload your giftcard balance, dollar for dollar?",4.0,very positive,4
Easy. Cool,4.0,very positive,4
Gave  me a lot of trouble. UPDATE: I use this or my ex does as a way to send support monthly for us to have minimal contact!!!! It’s always been prime next day delivery the past three months then my recent card is saying ten days !!??!!!??! Why do I get prime for ten day delivery I need food and now I can’t get that. Done<br />The gift cards are great when you buy them in person issue here ? Well just don’t buy this one you have to call the main bank to find a card number with a human I could make online purchases but not in person. So my advice ? If you buy a gift card on here two things you should do:<br />Only but the VANILLA gift cards<br />And only the Vanilla at $100<br />Those are the only ones that work as soon as I get them<br />Though I dtk suggest you go online and register it :)<br />I’ve never had any problems with the vanilla gift cards IF they were the $100 ones,0.0,very negative,0
NA. Good,4.0,very positive,4
Love them!!!!!. These cards are great..you can catch a sale on airfare and book Southwest when you need to go!!!!!!!,4.0,very positive,4
"Easy!. It was so easy and so fast I was amazed. I'm used to having to wait a day or two or some hours to see the balance, but I was amazed at how fast it was there.",4.0,very positive,4
Useful. Great,4.0,very positive,4
Doesn't always work.. Only works half the time.,2.0,neutral,2
Five Stars. works great,4.0,very positive,4
"The I am thinking of you. I sent this gift to my aunt, who absolutely appreciated it.",4.0,very positive,4
Easy process. Took a few days to reload money,4.0,very positive,4
Muy fácil de utilizar. Un buen regalo,4.0,very positive,4
Best gifts!. I keep a stack of these in my drawer for birthday gifts. So easy to give and everyone loves an Amazon shopping trip.,4.0,very positive,4
timely delivery. no inconvenience,4.0,very positive,4
"DO NOT BUY!!!!. ABSOLUTELY UPSET AND ANGRY CAN NOT GET BALANCE OF CARD, CAN NOT REGISTER CARD, CAN NOT DO ANYTHING DO NOT BUY IT IS A SCAM!!!!!",0.0,very negative,0
Adorable!. Adorable!,4.0,very positive,4
?????. Do not order two at the same time for different amounts! There is no way to tell which is which.,4.0,very positive,4
It was easy to do and now I don't have to get .... It was easy to do and now I don't have to get a gift card every time I want a book I just reload,3.0,positive,3
Great stuff. Always a good buy!,4.0,very positive,4
Easy. Easy,4.0,very positive,4
Five Stars. easy to use,4.0,very positive,4
"Five Stars. great, and easy to use",4.0,very positive,4
Great packaging.. The graduation 🎓 cap is a creative way to package. A great gift when you don't know what to order.,4.0,very positive,4
"AMAZON reload is fast and easy.. Amazon reload is durable,  accurate and with comfort.",4.0,very positive,4
Perfect Graduation Gift. Delivered as pictured.  Good quality.,4.0,very positive,4
Always welcome. No need to wrap,4.0,very positive,4
"Nice gift. Got a great deal during the holidays! Discounted 20%, love!",4.0,very positive,4
Easy to use. A Christmas gift,4.0,very positive,4
Nice presentation. Packaged very nicely.I bought to give to a client. Very nice presentation.,4.0,very positive,4
"The way it looks!!. I wanted a gift card for my cousins daughter for graduating High School, and becoming a EMT, and getting a job at same time! This gift card was in a smart looking black box with a bow on it instead of looking like every gift card you can buy. It looked special to receive instead of the usual ones you find. Highly recommended!!!",4.0,very positive,4
Good value. Easy way to give and save money at the same time,4.0,very positive,4
Five Stars. Perfect for gift giving,4.0,very positive,4
Great Idea for gift. No problems with using the card.,4.0,very positive,4
Save me from going to the store. Love it quick easy gift for wife birthday,4.0,very positive,4
Easy to use. Very easy to do.,4.0,very positive,4
"Easy to reload. I really like the fact that I can reload my gift card balance with such ease. I do surveys and get gift cards, Visa sometimes, and I can use it until it gets too low, then I just load it to my Amazon gift card balance. Makes it easy to not lose money when it is too low to use on purchases.",4.0,very positive,4
"Don't do it. This Corp. Won't let me leave negative reviews anymore?<br />""Can't leave feedback on the skamming bus. That steels ur money.<br /> Going to try again. Got cards not activated and or 0 balance.<br />S outa luk.",0.0,very negative,0
Recomendable. Es bueno tenerla la usas en cada compra que ases,4.0,very positive,4
"Five Stars. Got ten bucks. Can't beat that. I'm going to make future purchases, so it makes sense. Can't beat it.",4.0,very positive,4
Easy as pie. DNA,4.0,very positive,4
Five Stars. great gift item,4.0,very positive,4
Why. sucks,0.0,very negative,0
"This wasn’t gold as pictured. I But this gift card and it needed to be gold. When I opened up the package the picture on the outside showed it was gold, and when you get the gift card out it’s a flat gray. I picked it because it was gold. Very disappointing",2.0,neutral,2
"5 minutes or almost instantly. Add your card info if not already saved and add any amount up to desirable limit, wait a few to give minutes and it will be instant available for you to use power Amazon account or gift card!!",4.0,very positive,4
Na. Load within minutes,4.0,very positive,4
Five Stars. Cutest gift box!,4.0,very positive,4
A perfect gift. Like I said you can never go wrong with gift cards everybody loves gift cards and that's exactly what I did was give this as a gift,4.0,very positive,4
Great!!!. Easy to use,4.0,very positive,4
That I can put my unused gift card amounts on here and don’t lose that money. Easy to use once I figured it out,4.0,very positive,4
Hassel free. Quick and easy,4.0,very positive,4
Five Stars. like because I can keep reloading it without going to the store to do and I can love it,4.0,very positive,4
Five Stars. Exactly as it said it was! Quick shipping!,4.0,very positive,4
Convenient. Saved money on buying an individual holiday card or gift card holder. Perfect gift for teenagers who don't need anything!,4.0,very positive,4
"It's a giftcard.. You get 2% back for loading it, that's cool. Lots of Amazon items to choose from, that's cool too.",4.0,very positive,4
Gift Card Reload. Gift card reloading is so easy! Love that I can reload it.,4.0,very positive,4
"There was a reward to use. The good thing, in the first use there was a reward of 10 dls, if you add 100 or more, the bad, Is that the use of this only give that reward ones and is complicated to use with out more incentives.",1.0,negative,1
"Great gift for dad!. My dad is a very simple man who owns everything he could ever want or need, he LOVES steak. The only true way to tell him you love him is to get him or cook him a steak dinner. He was extremely excited for his steak dinner gift! Highly recommend for the men in your life who love steak like my dad does",4.0,very positive,4
"There is a bug where the amount defaults to $25.00 no matter what value you enter.. UPDATE 10/5/2021 Still defaulting to $25.00 after selecting a custom amount. Amazon is not fixing this bug, feels like a scam to have the amount changed on you after entering a specific amount.<br /><br />UPDATE: 09/16/2021  The interface keeps defaulting to $25.00 event AFTER selecting a custom amount. It ignores my input and defaults to $25.00.<br /><br />There is a bug where the amount defaults to $25.00 no matter what value you enter.<br /><br />I accidentally reloaded $25.00 when I was trying to add just enough for a smaller transaction. The screen updated to $25 and ignored my input. I have noticed this a few times now but caught it the other times. This never used to happen with the previous gift card form. This new form is not friendly and is deceiving at times. It is harder to use and more confusing.",0.0,very negative,0
it's easier to use then credit cards and I Just wanted to get the extra $10 lol. Just wanted to get the extra $10 and I ended up using it all at once on my kids and dogs lol enjoyed it and it's easier to use then  credit cards,4.0,very positive,4
Free 10$ with reload on card...say what?. It's true.  I reloaded my gift card and received 10$ extra- free money to use for future purchases.  How is this not a good deal?,4.0,very positive,4
Giftcard. Thansk,4.0,very positive,4
Thanks. Item arrived as advertised.  Thanks!,4.0,very positive,4
thanks. Item arrived as advertised.  Thanks!,4.0,very positive,4
"Birthday girl. Great birthday gift,,",4.0,very positive,4
What my balance is.. To always be able to keep money on my card so I don't have a negative balance.,4.0,very positive,4
"Graduate loved it, especially the tassel!. The graduate was said to be happy with the gift.  Who doesn’t need to shop when going off to college?  The tassel was the kicker.",4.0,very positive,4
I love this store. Exactly as described. I love this store.,4.0,very positive,4
Perfect in every way.. The delivery time was as promised and the gift recipient loves the gift card design.,4.0,very positive,4
Gave it as a gift. A Christmas gift,4.0,very positive,4
"Be careful when shopping Amazon site. I'm still confused as to my ""purchase""/reload/charges, etc.",0.0,very negative,0
Doesn’t work. Not working,0.0,very negative,0
Five Stars. quick and easy,4.0,very positive,4
Great gift. Great value and present,4.0,very positive,4
Great guy gift. Can't go wrong with the industrial look AND Amazon,4.0,very positive,4
Great guy gift. Can't go wrong with the industrial look AND Amazon,4.0,very positive,4
Sweet. Short and sweet,4.0,very positive,4
"Great gift. Easy, convenient, grreat gift",4.0,very positive,4
"East, quick delivery!. Convenient, quick delivery",4.0,very positive,4
Great packaging!. Great way to give a gift card that seems special.,4.0,very positive,4
Sent some money to my son. Arrived next day and easy to put a pin on. He’s been using it with no problem.,3.0,positive,3
Nice. All occasion,4.0,very positive,4
Good. Fast,4.0,very positive,4
Three Stars. Took 3 months for client to receive card,2.0,neutral,2
Good. Fast,4.0,very positive,4
Nice gift. Cute ornament,4.0,very positive,4
Easy to use. Fast and easy but didn't get any discounts or cashback as it said.,4.0,very positive,4
Easy. Easy to use!,4.0,very positive,4
Gift card. Just perfect,4.0,very positive,4
Like the value. Got the $25 card for $20--a deal. A good deal.,4.0,very positive,4
"Not my preferred way to reload.... I was in a pinch and couldn't get out due to vehicular issues, so I tried this reload method. It worked fine, but I'd really rather buy a card at my local grocery store where I always get bonus fuel points on gift cards!",2.0,neutral,2
"Packaging is very cute.. Eh, it's a gift card.  I do love the packaging.  It is very cute.  Makes a great gift in an Easter basket.",4.0,very positive,4
Five Stars. Grandson loved it,4.0,very positive,4
Convenient. Ty satisfied 🙈😜💁🏿,4.0,very positive,4
Five Stars. received quickly and was wrapped in a cute gift box!,4.0,very positive,4
Perfect choice. I love how this item is so giftable! Easy to use and ready to go. Don’t have to wrap it or anything!,4.0,very positive,4
Perfect choice. I love how this item is so giftable! Easy to use and ready to go. Don’t have to wrap it or anything!,4.0,very positive,4
Five Stars. Just what I needed for a last-minute gift.,4.0,very positive,4
Great deal. I'm always on the lookout for good deals on App store gift cards. The savings alone could fetch you an app or two.,4.0,very positive,4
The Perfect Gift. Everyone wants one of these gift cards; the perfect gift without the &#34;what do I get for that person?&#34;,4.0,very positive,4
great packaging. love this for upcoming baby arrival,4.0,very positive,4
fantastic product. love the cupcake tin for a bday gift card,4.0,very positive,4
Five Stars. great way to account for and know my balance,4.0,very positive,4
"There was No money loaded on the card. I bought direct from Amazon for child’s birthday. Terribly embarrassing. I cannot get a o. There was no money loaded on this card purchased for a child’s gift! How embarrassing- it was purchased 2/21 from Amazon. I have all documentation. Cannot get any response from anyone! I am an excellent customer, but if I don’t hear anything back about this, that will have to change.",4.0,very positive,4
"Damaged container. It’s a really cute tin, but unfortunately it arrived smashed. Luckily my nephew won’t care as long as there’s a gift card inside!",2.0,neutral,2
Incorrect. This isn't the gift card I chose,0.0,very negative,0
What good is a bridal registry?. Went to the bridal registry clicked on amounts the next thing I know that the gift cards came to my house in the mail which I thought was very stupid when I was buying it on a bridal registry. So I had to deliver them across town to the brides parents home.,0.0,very negative,0
"No bow, just got glue where the bow should have been. This arrived without the bow.  Bow nowhere to be found in the package....just a hot glue blob where the bow should have been.  Tried to peel the glue off (who really cares about the bow), but the glue ripped the red paper of the card.  So now....I have to buy a bow to cover all that up.  Stupid.",1.0,negative,1
Five Stars. the little gift boxes are great,4.0,very positive,4
Five Stars. it's a gift card..,4.0,very positive,4
Quick and easy process.. Quick and easy to load and add to the gift card but not giftable.,4.0,very positive,4
"I don't get it, but I got it!. I'm trying to understand the logic on this, but it was a deal (+$10 for reloading) I couldn't refuse!",4.0,very positive,4
Perfect gift for tweens!. Perfect gift for grandson to choose his gaming items that he wanted.,4.0,very positive,4
Just Perfect!. Perfect gift!  It looked very pretty when added to a small plant.  Very colorful.  Good presentation!,4.0,very positive,4
Gift Card... A gift..,4.0,very positive,4
Recommend. The cutest gift card ever!!!,4.0,very positive,4
Gift card. It’s a gift card. What else can I say,4.0,very positive,4
There's truly little reason to buy a Fandango gift card .... There's truly little reason to buy a Fandango gift card.  About 20% of it goes to &#34;Convenience Fees&#34;.  Just buy a gift card to the theater directly.,0.0,very negative,0
Five Stars. Super cute gift!,4.0,very positive,4
"Delivered to wrong address. Gift cards are great but this one was delivered to wrong address.  I have called Amazon 3 times to get this corrected. Now my son might not get his Christmas gift card before Christmas, not happy.",4.0,very positive,4
great gift. very cute,4.0,very positive,4
Very easy to reload. Very easy,4.0,very positive,4
Buyer Beware.. Purchased this for my parents as part of a Christmas gift last year. Mom told me just recently that when they wanted to use it they discovered it had never been activated. I will not purchase any of these gift cards online again.,0.0,very negative,0
Great gift.. Recipient loved the card.,4.0,very positive,4
Awesome 👌. Great 👍 gift 🎁,4.0,very positive,4
Good 👍. Great gift 🎁,4.0,very positive,4
Bien. Buen regalo si no eres detallista y quiere comprar el/ ella mism@,4.0,very positive,4
"... year old who wants to buy his ""own stuff"" Great gift. 15 year old who wants to buy his &#34;own stuff&#34;  Great gift idea",4.0,very positive,4
Works. Worked as intended.,4.0,very positive,4
Perfect last minute gift. Giftable,4.0,very positive,4
"Fast ship, good looking packaging. Great gifts, nicely packaged.",4.0,very positive,4
"No reload bonus. This second time I reloaded my amazon gift card I received a little bonus of $7.50.  The third time around I didn't get anything, I was a little disappointed about that.  I don't mind relaoding it as long is there a little bonus or perk to doing so.",1.0,negative,1
"Easy. Needed this in order to use a gift card on here. Worked super well, struggled at first on how to use it but once I figure it out it was quick and easy. Great for gifts. Didn’t know this was a thing, should be advised more.",4.0,very positive,4
Item made it to proper location.. It made it to proper location. Thank you.,4.0,very positive,4
"Two Stars. Came with the car board holder damaged and card was off the cardboard, otherwise ok",1.0,negative,1
Five Stars. it was fine and a good option for venezuelan people,4.0,very positive,4
I'm quite pleased.. These were a Christmas gift. They arrived timely. I'm quite pleased.,4.0,very positive,4
Five Stars. good,4.0,very positive,4
Five Stars. kids loved it,4.0,very positive,4
"Its a gift card, Its a gift for my .... Its a gift card, Its a gift for my niece so she can buy some new clothing before she leaves for school...",4.0,very positive,4
Great for gifting. Make great stocking stuffers and other small tokens of thanks,4.0,very positive,4
I used it to use up my Fandango gift card .... I used it to use up my Fandango gift card reward I won from playing monopoly at Albertsons! Without this option I would have had to find objects that were either five dollars or below for each card all before it would expire in June! Thank Amazon!,4.0,very positive,4
"Great gift. I sent this to my granddaughter, she absolutely loved it",4.0,very positive,4
Five Stars. They were fine,4.0,very positive,4
Great gift idea. Gifting for the person who has everything.,4.0,very positive,4
Perfect gift. Perfect gift,4.0,very positive,4
Ocasionalmente falla. Por algun motivo las recargas fallan y no se explica el porque.,0.0,very negative,0
Love them. I bought these for my students and the my absolutely love them.,4.0,very positive,4
Always a great thing to keep on hand for those “oops I .... Always a great thing to keep on hand for those “oops I forgot” or “just because” moments.  Or if you just need one more gift for somebody but don’t know what to buy them.  Everyone loves an Amazon gift card!,4.0,very positive,4
Gift card will be shipped with Gift wrap. Super and no need to wrap. we can direct share the gift to friends and family members,4.0,very positive,4
Good. Cute and did the job,4.0,very positive,4
Best gift ever. Easy way to get that person in your life what they want. They can choose what to spend it on.,4.0,very positive,4
I want a NEW $50.00 Amazon Card .. It was already used before I received it.,0.0,very negative,0
I want my money back. It was already USED WHEN I RECIEVED IT😮,0.0,very negative,0
Guft card. Very bad experience with 2 of theses gift cards,0.0,very negative,0
Easy convenient and gave us a gift nice presentation. Easy convenient and gave us a gift nice presentation,4.0,very positive,4
Ordering made easy for a gift.. Convenience and as a gift.,4.0,very positive,4
Easy. Very easy transaction,4.0,very positive,4
"Clever box!. What a clever way to present an Amazon gift card .. in its own little Amazon box with a magnetic closure. Next time I need an Amazon gift card, this is the one I'll order!",4.0,very positive,4
Perfect Way to Send a Very Useable Gift. Great way to send a gift.,4.0,very positive,4
"They licked the envelope for me.. They sealed the envelope.<br /><br />The last time I bought an amazon gift card in a greeting card I remember being able to write a nice note on the inside. I don't know if this is standard practice or if someone got overexcited, but I don't particularly like pre-licked envelopes. I ended up sticking the whole envelope in a bag and hoping for the best.",2.0,neutral,2
"Great gift for somebody who has every thing.. Son’s, daughter and daughter-in-law’s birthdays.",4.0,very positive,4
Five Stars. I like the different gift boxes amazon offers free,4.0,very positive,4
One Star. I ordered two gifts cards on two separate days and I only received one.,0.0,very negative,0
Delivery time. LOve Amazon's gift cards,4.0,very positive,4
"My grand son's wife love gift cards. I guess it is ok havent given it yet but whats to complain about, its a card to purchase her favorite coffee.",4.0,very positive,4
Great. Loved the box it came. Granddaughter loved it.,4.0,very positive,4
Perfect for baby gift card. So cute and perfect for non sex gift.,4.0,very positive,4
Five Stars. Delivery was fast especially since it's Christmas time...,4.0,very positive,4
I mean it worked! There's not much to say .... I mean it worked! There's not much to say about a gift card unless you get stuck with one that had already been activated.,4.0,very positive,4
Five Stars. Merry Christmas!,4.0,very positive,4
Super Convenient. Really great to be able to buy gift cards on Amazon. Very convenient and delivered as a gift,3.0,positive,3
"which causes good feelings for Amazon and the desire to buy it .... Thanks for the handy tool from Amazon!<br />I refilled the balance at $ 100 and received an additional $ 5.<br />This is a very pleasant trifle, which causes good feelings for Amazon and the desire to buy it here. I spent the $ 5 on [[ASIN:B00GD5V6EK LG Nexus 5 D820 16GB Unlocked GSM 4G LTE Quad-Core Android Smartphone w/ 5&#34; True HD IPS+ Multi-Touchscreen - Black]]<br />Thank you to Amazon for his generosity!",4.0,very positive,4
Very cute. Very cute,4.0,very positive,4
What else can I say?. Good.,4.0,very positive,4
Gift in a Cute box. I sent this gift card to a nephew and he was impressed by the cute box in which the card is enclosed.,4.0,very positive,4
Five Stars. Easy to add balance,4.0,very positive,4
Five Stars. Perfect gifts fr grown grandchildren,4.0,very positive,4
card quality -- cardboard. was creased and bent marks on the card.,2.0,neutral,2
Four Stars. good,3.0,positive,3
Makes a great gift.. Used it to help out some disabled kitties I follow on Facebook.  I find it better than sending money.  At least this way you know it's going for an animal.,4.0,very positive,4
Five Stars. great,4.0,very positive,4
:). :),4.0,very positive,4
Activation tab was removed and placed separately in pkg. The activation tab has been removed and set in the package separately from the gift card making it invalid.,0.0,very negative,0
Cute. It’s cute and adorable,4.0,very positive,4
Five Stars. Get them every year.,4.0,very positive,4
Five Stars. Very cute.,4.0,very positive,4
Great usable tim. Great gift and arrived fast,4.0,very positive,4
Five Stars. Perfect for a Christmas surprise because it looks like a tag. Sturdy/good quality.,4.0,very positive,4
Adorable Amazon gift!. It was an adorable box used as gift for someone!,4.0,very positive,4
Five Stars. What's better than amazon gift cards!,4.0,very positive,4
Five Stars. Easy breezy gift when you don't know people well.,4.0,very positive,4
A first for BAD customer service!. I have always had good service with Amazon but this gift card was purchased with the promo desk to get a15$ credit. Well good luck to anyone that can figure that out. I have made several attempts to get help with this and have waisted an hour of my already limited time! They had me try so many processes to get the credit to show on my account and nothing worked. I think it is ridiculous to offer a promotion that does not work and the customer service people were zero help and did not offer any resolution suggestions. So frustrating.,0.0,very negative,0
Disappointed. I'm pretty upset that my Personal Message was not included in the gift ‼️‼️,3.0,positive,3
Right on time. See the smile on this person face,4.0,very positive,4
Packaging looks super old and fell apart.. For a “gift” card this was awful. I hope the card works for the school I’m giving it too. The card holder envelope literally was disintegrating in the package.,1.0,negative,1
What to do. I liked the gift card but it was stolden<br />How do I put a stop on the gift card,2.0,neutral,2
There is not code in this card. There is not code in this card.,0.0,very negative,0
Easy to use!!!. You can buy what you want,4.0,very positive,4
easy to do. i like that it came in a card already,4.0,very positive,4
Came just as described. Came just like it said!!! Thank you!!!@,4.0,very positive,4
Cute for giving. Bright and colorful for giving,4.0,very positive,4
Work as they should. Give them as gifts for graduation,4.0,very positive,4
Nothing to add.. Nothing to add.,4.0,very positive,4
Most people like it.. Easy,4.0,very positive,4
Five Stars. Fine,4.0,very positive,4
So many gift cards available on Amazon. Fine for gifts,4.0,very positive,4
Good value. Nice to get 2 for one,4.0,very positive,4
Can't tell which is which!. There is no way to know which is the $15 and which is the $20 gift card.  That is pretty inconvenient just saying!,0.0,very negative,0
Appreciated. Gift,4.0,very positive,4
No Value on Card. Ordered gift cards in different values.  They don't tell you the value anywhere and was not given the serial numbers to connect the value of the card.  Still trying to figure it out after contacting customer service twice.,0.0,very negative,0
Easy and fast. Great! Fast shipping!,4.0,very positive,4
A total waste of money!. I hated everything about it!,0.0,very negative,0
Great. Christmas gift,4.0,very positive,4
Beautiful and quality envelope. Beautiful and quality envelope. Makes a great looking gift.,4.0,very positive,4
"That Amazon does not listen. The day I ordered this bundle...Turbo Tax and the bonus gift card...I cancelled the order. I was assured by a supervisor that the order had been cancelled. I have been charged for the Turbo Tax and the bonus gift card on my account and another charge if pending for the Turbo Tax. I have not downloaded the the Turbo Tax and I am returning the gift card. This the most shoddy customer service I have ever experienced with Amazon. Amazon, you have hit an all time low!",0.0,very negative,0
Love amazon. Nothing,4.0,very positive,4
like them. I liked the gift card cause I bought 3 of them for children for christmas,4.0,very positive,4
sisters birthday surprise was a hit with amazon gift card!. Great birthday gift!,3.0,positive,3
Convienance. For my grandson & wife's first baby boy.,4.0,very positive,4
Birthday gift. Works perfectly,4.0,very positive,4
The new Mother was pleased. It was for a baby shower,4.0,very positive,4
ACTIVATE MY RECENT PURCHASE OF AMAZON GIFT CARD WORTH OF $2000. I've an Amazon gift card which was ordered through my account. But I cannot use the Gift Card and it is saying to activate the Amazon Gift Card. Please activate my Gift Card.,0.0,very negative,0
Can't use. Tried several ways to apply to purchases but it's made impossible to do so. Very disappointed,0.0,very negative,0
good experience. Gift card made it to my friend on time and as advertised.  Thank you!,4.0,very positive,4
Best gift to give!. Great easy gift to give. Everyone loves these gifts whom we have given them to.,4.0,very positive,4
It’s a gift card. Who doesn’t like an amazon gift card.,4.0,very positive,4
Kids absolutely loved being able to shop on their own. We were a hit!<br />Gifting an Amazon Gift Card is equivalent to 'shopping' the old Montgomery Ward catalogs with our grandparents when we were growing up! --- was so much fun!!,4.0,very positive,4
Gift of giving. Easy to give as gifts,4.0,very positive,4
"The convenience of shopping with you.. It was great! Was a Christmas gift for my nephew, who does most of his shopping at Amazon!",4.0,very positive,4
Great gift cards!. Very versatile gift.,4.0,very positive,4
Good Christmas gift. Sound bar setup was simple and straight forward. Remote is easy to use. Sound is good.,3.0,positive,3
Very useful gift.. Purchased as gifts for my 6 grandchildren.,4.0,very positive,4
"The card was very versatility. Very easy to use, the person getting the card was very excited to get it.",4.0,very positive,4
Giftcard. Giving as a bridal shower prize,3.0,positive,3
thought this was a free gift. I followed the link to this card that it was a free gift card for purchasing a $100 gift card as a Mother's Day gift.<br />But I got charged for it.,0.0,very negative,0
"Great grad gift!. Great graduation gift, easy to order and use!",4.0,very positive,4
"Makes a great Thank You!! gift.. We used these at work to say ""Thank You!!"" to customers & venders that stand out.",4.0,very positive,4
"Easy gift. I am sure whoever received the gift card is happy, they can buy whatever they want. I just ordered it online and it shipped right to me.",4.0,very positive,4
Easy. Easy,3.0,positive,3
Fast shipping. Everything was just as I expected! Thank you,4.0,very positive,4
"Came ready to give away. I liked the fact that this gift card came in a nice holder,  ready for me to give away.",4.0,very positive,4
"Easy Giftcard to use, but... value was not indicated.. Gift card is use as intended but the value I bought was $20, in the card, I got 17.94 instead.  Too much of a hassle to report for $2.06.  Those whom buy gift cards, please check value of it.  I didn't check the value until using the gift card which was out of the return window.",0.0,very negative,0
great package!. great package!,4.0,very positive,4
Perfect gift to include in the return card envelope.. Easy gift for a family friend who is becoming a bar mitzvah. Ships quickly. I included the gift card in the return card that I sent back. Fit perfectly.,4.0,very positive,4
Convenient. Great gift,4.0,very positive,4
The code is invalid. I tried to redeem this card and it says the code is invalid.  I have purchased other cards and wonder now if they worked!?,0.0,very negative,0
An attractive gift.. Nice presentation.,4.0,very positive,4
"Beware of Gift Cards. Received gift card.  Unfortunately, it was not activated or was already redeemed by someone else.  However, Amazon made it right with me and gave me Amazon credit.",0.0,very negative,0
Love the mandala styled envelope.. What is better than an amazon gift card for the hard to buy person on your Christmas list.  It allows them the versatility of picking their own gift and it doesn't expire.  I prefer actual cards because then i have something to wrap and the different designs allow for lots of occasions.,4.0,very positive,4
The box is cute enough to gift just as is!. Cute box appropriate for gifting.,4.0,very positive,4
Good gift. Used for a baby shower gift!  Very easy!  Nice presentation!,4.0,very positive,4
Perfect for the holidays. I always buy these during the holiday just in case I need a white elephant or an extra gift.,4.0,very positive,4
Great. Great,4.0,very positive,4
As described. We gave as gift,4.0,very positive,4
Great experience purchasing gift card!. I have purchased several gift cards for my clients and business partners and they always arrived on time and the experience is always a great one!,4.0,very positive,4
Awesome. The Perfect Gift,4.0,very positive,4
Nice gift. An easy way to give someone a gift thst they want.,4.0,very positive,4
"Smile on a face. Amazon gift card for anyone is a delight. I have presented this for my friend on her ""Baby shower"" and we'll as always she loved it. An easy way to make anyone smile and get a smile on their face. I have purchased multiple times and the good thing is you can add a message delivered as well. The only thing i dislike is they should let us purchase gift card with our amazon account gift cards rather than using other payment method.",4.0,very positive,4
Perfect gift. Perfect gift and arrived quickly! Who doesn't want an Amazon gift card?,4.0,very positive,4
Great gift. Great gift. Everyone loves Amazon gift card.,4.0,very positive,4
Great gift. Gift for grandson. Everyone loves amazon money!,4.0,very positive,4
"WARNING! Check your balance before giving! Mine was empty even though I paid $50 for it!. Just discovered that one of the gift cards that I bought at Christmas time has a zero balance! I bought probably 10 cards...one I didn’t end up giving because I ended up with an extra one. Just opened it brand new out of the packaging and...NOTHING ON IT! Wow! When the richest company in the world can’t even honor a $50 gift card! Now, I’m devastated at the thought that someone’s Christmas gift card may have not had anything on it and they were too embarrassed to tell me! Lord knows I’ll check every one from now on! That is, if I ever buy another Amazon gc, again 😡",0.0,very negative,0
Didn’t deliver on time. Not reliable,1.0,negative,1
Thank you!. Didn’t expect it but highly welcomed.,4.0,very positive,4
Gift card. It's a gift card. Works like it should without a hitch,4.0,very positive,4
Great a d fast service. Perfect for employee reward program,4.0,very positive,4
Perfect.  ,4.0,very positive,4
So sad..... These are great but I bought several with different values on each. I grabbed them and headed out to get Christmas cards and then to the party. BUT SADLY I can’t tell which card has which amount. I am truly gutted.  Yes I know but I didn’t bring the receipt so I’m completely stuck !!!! Sad sad sad,2.0,neutral,2
Great gift!. Easy to use and give as presents.,4.0,very positive,4
Easy easy to shop. Fast and easy!,4.0,very positive,4
